species	reference_annot	taxon_id	scientific_name	strain	study_title	study_abstract	genotype	library_layout.y	library_construction_protocol	library_name	library_selection	library_strategy	instrument_model	insert_size	submission_lab	submission_center	updated_date	center_name	sample_accession	bio_project	bio_sample	run_accession
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4		Inducer Free Cellulase Secretion in Neurospora Crassa and comparitive analysis of cellulase induction in Aspergillus nidulans	Purpose: To explore conservation of gene regulation by the transcription factor clr-2/clrB in Neurospora crassa and Aspergillus nidulans Methods: mRNA from wild type and clr-2/clrB mutants were collected after a culture shift from sucrose/glucose to Avicel (crystaline cellulose) or no carbon media Results: We show that N. crassa and A. nidulans have similair global transcriptional responses to Avicel, with several hundred genes showing specific induction, though the induced genes are more specifically targeted at cellulose for N. crassa and more targeted at hemicellulose and pectin for A. nidulans.  clr-2/clrB has a conserved fundamental function in cellulose induction, though the mechanism has diverged.  Misexpression of clr-2 is sufficeint for inducer free cellulase secretion in N. crassa, but neither clrB or heterologous clr-2 is sufficient for inducer free cellulase secretion in A. nidulans. Conclusions: Our study demonstrates a conserved and essential role in cellulose utilization for the transcription factor clr-2 in filamentous ascomycetes and demonstrates that manipulation of clr-2 expression can be used to control cellulase expression in some species. Overall design: Biological triplicates of liquid culture N. crassa and A. nidulans were harvested at 4 hours and 6 hours, respectively, after a switch to media of interest.  Global mRNA abundances from liquid cultures of N. crassa and A. nidulans were measured by sequencing on the Illumina Genome Analyzer IIx and HiSeq2000 platforms.	wildtype	SINGLE -			cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2013-09-05	GEO	SRS390997	PRJNA188657	SAMN01914765	SRR676522
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4		Inducer Free Cellulase Secretion in Neurospora Crassa and comparitive analysis of cellulase induction in Aspergillus nidulans	Purpose: To explore conservation of gene regulation by the transcription factor clr-2/clrB in Neurospora crassa and Aspergillus nidulans Methods: mRNA from wild type and clr-2/clrB mutants were collected after a culture shift from sucrose/glucose to Avicel (crystaline cellulose) or no carbon media Results: We show that N. crassa and A. nidulans have similair global transcriptional responses to Avicel, with several hundred genes showing specific induction, though the induced genes are more specifically targeted at cellulose for N. crassa and more targeted at hemicellulose and pectin for A. nidulans.  clr-2/clrB has a conserved fundamental function in cellulose induction, though the mechanism has diverged.  Misexpression of clr-2 is sufficeint for inducer free cellulase secretion in N. crassa, but neither clrB or heterologous clr-2 is sufficient for inducer free cellulase secretion in A. nidulans. Conclusions: Our study demonstrates a conserved and essential role in cellulose utilization for the transcription factor clr-2 in filamentous ascomycetes and demonstrates that manipulation of clr-2 expression can be used to control cellulase expression in some species. Overall design: Biological triplicates of liquid culture N. crassa and A. nidulans were harvested at 4 hours and 6 hours, respectively, after a switch to media of interest.  Global mRNA abundances from liquid cultures of N. crassa and A. nidulans were measured by sequencing on the Illumina Genome Analyzer IIx and HiSeq2000 platforms.	wildtype	SINGLE -			cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2013-09-05	GEO	SRS390998	PRJNA188657	SAMN01914766	SRR676523
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4		Inducer Free Cellulase Secretion in Neurospora Crassa and comparitive analysis of cellulase induction in Aspergillus nidulans	Purpose: To explore conservation of gene regulation by the transcription factor clr-2/clrB in Neurospora crassa and Aspergillus nidulans Methods: mRNA from wild type and clr-2/clrB mutants were collected after a culture shift from sucrose/glucose to Avicel (crystaline cellulose) or no carbon media Results: We show that N. crassa and A. nidulans have similair global transcriptional responses to Avicel, with several hundred genes showing specific induction, though the induced genes are more specifically targeted at cellulose for N. crassa and more targeted at hemicellulose and pectin for A. nidulans.  clr-2/clrB has a conserved fundamental function in cellulose induction, though the mechanism has diverged.  Misexpression of clr-2 is sufficeint for inducer free cellulase secretion in N. crassa, but neither clrB or heterologous clr-2 is sufficient for inducer free cellulase secretion in A. nidulans. Conclusions: Our study demonstrates a conserved and essential role in cellulose utilization for the transcription factor clr-2 in filamentous ascomycetes and demonstrates that manipulation of clr-2 expression can be used to control cellulase expression in some species. Overall design: Biological triplicates of liquid culture N. crassa and A. nidulans were harvested at 4 hours and 6 hours, respectively, after a switch to media of interest.  Global mRNA abundances from liquid cultures of N. crassa and A. nidulans were measured by sequencing on the Illumina Genome Analyzer IIx and HiSeq2000 platforms.	wildtype	SINGLE -			cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2013-09-05	GEO	SRS390999	PRJNA188657	SAMN01914767	SRR676524
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4		Inducer Free Cellulase Secretion in Neurospora Crassa and comparitive analysis of cellulase induction in Aspergillus nidulans	Purpose: To explore conservation of gene regulation by the transcription factor clr-2/clrB in Neurospora crassa and Aspergillus nidulans Methods: mRNA from wild type and clr-2/clrB mutants were collected after a culture shift from sucrose/glucose to Avicel (crystaline cellulose) or no carbon media Results: We show that N. crassa and A. nidulans have similair global transcriptional responses to Avicel, with several hundred genes showing specific induction, though the induced genes are more specifically targeted at cellulose for N. crassa and more targeted at hemicellulose and pectin for A. nidulans.  clr-2/clrB has a conserved fundamental function in cellulose induction, though the mechanism has diverged.  Misexpression of clr-2 is sufficeint for inducer free cellulase secretion in N. crassa, but neither clrB or heterologous clr-2 is sufficient for inducer free cellulase secretion in A. nidulans. Conclusions: Our study demonstrates a conserved and essential role in cellulose utilization for the transcription factor clr-2 in filamentous ascomycetes and demonstrates that manipulation of clr-2 expression can be used to control cellulase expression in some species. Overall design: Biological triplicates of liquid culture N. crassa and A. nidulans were harvested at 4 hours and 6 hours, respectively, after a switch to media of interest.  Global mRNA abundances from liquid cultures of N. crassa and A. nidulans were measured by sequencing on the Illumina Genome Analyzer IIx and HiSeq2000 platforms.	wildtype	SINGLE -			cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2013-09-05	GEO	SRS391000	PRJNA188657	SAMN01914768	SRR676525
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4		Inducer Free Cellulase Secretion in Neurospora Crassa and comparitive analysis of cellulase induction in Aspergillus nidulans	Purpose: To explore conservation of gene regulation by the transcription factor clr-2/clrB in Neurospora crassa and Aspergillus nidulans Methods: mRNA from wild type and clr-2/clrB mutants were collected after a culture shift from sucrose/glucose to Avicel (crystaline cellulose) or no carbon media Results: We show that N. crassa and A. nidulans have similair global transcriptional responses to Avicel, with several hundred genes showing specific induction, though the induced genes are more specifically targeted at cellulose for N. crassa and more targeted at hemicellulose and pectin for A. nidulans.  clr-2/clrB has a conserved fundamental function in cellulose induction, though the mechanism has diverged.  Misexpression of clr-2 is sufficeint for inducer free cellulase secretion in N. crassa, but neither clrB or heterologous clr-2 is sufficient for inducer free cellulase secretion in A. nidulans. Conclusions: Our study demonstrates a conserved and essential role in cellulose utilization for the transcription factor clr-2 in filamentous ascomycetes and demonstrates that manipulation of clr-2 expression can be used to control cellulase expression in some species. Overall design: Biological triplicates of liquid culture N. crassa and A. nidulans were harvested at 4 hours and 6 hours, respectively, after a switch to media of interest.  Global mRNA abundances from liquid cultures of N. crassa and A. nidulans were measured by sequencing on the Illumina Genome Analyzer IIx and HiSeq2000 platforms.	delta-clrB (deletion of AN3369)	SINGLE -			cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2013-09-05	GEO	SRS391004	PRJNA188657	SAMN01914772	SRR676529
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4		Inducer Free Cellulase Secretion in Neurospora Crassa and comparitive analysis of cellulase induction in Aspergillus nidulans	Purpose: To explore conservation of gene regulation by the transcription factor clr-2/clrB in Neurospora crassa and Aspergillus nidulans Methods: mRNA from wild type and clr-2/clrB mutants were collected after a culture shift from sucrose/glucose to Avicel (crystaline cellulose) or no carbon media Results: We show that N. crassa and A. nidulans have similair global transcriptional responses to Avicel, with several hundred genes showing specific induction, though the induced genes are more specifically targeted at cellulose for N. crassa and more targeted at hemicellulose and pectin for A. nidulans.  clr-2/clrB has a conserved fundamental function in cellulose induction, though the mechanism has diverged.  Misexpression of clr-2 is sufficeint for inducer free cellulase secretion in N. crassa, but neither clrB or heterologous clr-2 is sufficient for inducer free cellulase secretion in A. nidulans. Conclusions: Our study demonstrates a conserved and essential role in cellulose utilization for the transcription factor clr-2 in filamentous ascomycetes and demonstrates that manipulation of clr-2 expression can be used to control cellulase expression in some species. Overall design: Biological triplicates of liquid culture N. crassa and A. nidulans were harvested at 4 hours and 6 hours, respectively, after a switch to media of interest.  Global mRNA abundances from liquid cultures of N. crassa and A. nidulans were measured by sequencing on the Illumina Genome Analyzer IIx and HiSeq2000 platforms.	delta-clrB (deletion of AN3369)	SINGLE -			cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2013-09-05	GEO	SRS391005	PRJNA188657	SAMN01914773	SRR676530
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4	227321	Aspergillus nidulans FGSC A4		Inducer Free Cellulase Secretion in Neurospora Crassa and comparitive analysis of cellulase induction in Aspergillus nidulans	Purpose: To explore conservation of gene regulation by the transcription factor clr-2/clrB in Neurospora crassa and Aspergillus nidulans Methods: mRNA from wild type and clr-2/clrB mutants were collected after a culture shift from sucrose/glucose to Avicel (crystaline cellulose) or no carbon media Results: We show that N. crassa and A. nidulans have similair global transcriptional responses to Avicel, with several hundred genes showing specific induction, though the induced genes are more specifically targeted at cellulose for N. crassa and more targeted at hemicellulose and pectin for A. nidulans.  clr-2/clrB has a conserved fundamental function in cellulose induction, though the mechanism has diverged.  Misexpression of clr-2 is sufficeint for inducer free cellulase secretion in N. crassa, but neither clrB or heterologous clr-2 is sufficient for inducer free cellulase secretion in A. nidulans. Conclusions: Our study demonstrates a conserved and essential role in cellulose utilization for the transcription factor clr-2 in filamentous ascomycetes and demonstrates that manipulation of clr-2 expression can be used to control cellulase expression in some species. Overall design: Biological triplicates of liquid culture N. crassa and A. nidulans were harvested at 4 hours and 6 hours, respectively, after a switch to media of interest.  Global mRNA abundances from liquid cultures of N. crassa and A. nidulans were measured by sequencing on the Illumina Genome Analyzer IIx and HiSeq2000 platforms.	delta-clrB (deletion of AN3369)	SINGLE -			cDNA	RNA-Seq	Illumina HiSeq 2000	0		GEO	2013-09-05	GEO	SRS391006	PRJNA188657	SAMN01914774	SRR676531
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4			TMY3	Conservation and divergence in the asexual development gene regulatory network across a genus of filamentous fungi [RNA-seq]	Asexual development is fundamental to the ecology and lifestyle of filamentous fungi and can facilitate both plant and human infection. In the filamentous fungal genus Aspergillus, the production of asexual spores is primarily governed by the BrlA-AbaA-WetA central regulatory cascade. The final step in this cascade, which is controlled by the WetA protein, not only governs cellular development (i.e., the morphological differentiation of spores) but also ensures its coupling with chemical development (i.e., the coordinated production and deposition of diverse secondary metabolites, such as aflatoxins, into spores). While the wetA gene is conserved across the genus Aspergillus, the structure and degree of conservation of the BrlA-AbaA-WetA regulatory cascade and the broader wetA gene regulatory network (GRN) remain largely unknown. We carried out comparative transcriptome analyses between wetA null mutant and wild type (WT) asexual spores in three representative species spanning the diversity of the genus Aspergillus: the genetic model A. nidulans, the agricultural pest A. flavus, and the human pathogen A. fumigatus. We discovered that WetA regulates asexual sporulation in all three species via a negative feedback loop that represses BrlA, the cascade's first step. Furthermore, ChIP-seq experiments in A. nidulans asexual spores suggest that WetA is a DNA-binding protein that interacts with a novel regulatory element, which we term the WetA Response Element (WRE). Interestingly, the WRE is found completely conserved in the non-coding region upstream of the wetA translation start site of many diverse Aspergillus genomes. In contrast, several global transcriptional regulators, most notably those in the velvet complex (veA, velB, and laeA) known to regulate the coupling between asexual development and production of secondary metabolites, show species-specific regulatory patterns. These results suggest that the BrlA-AbaA-WetA cascade's regulatory role in cellular and chemical development of asexual spores is functionally conserved, but that the WetA-associated GRN has diverged during Aspergillus evolution. This entry is for the RNA-seq data. Overall design: For the A. fumigatus experiments, 3 technical replicates of each genotype (wild type and deletion mutant) were sequenced. For the A. nidulans experiments, 4 technical replicates of each genotype (wild type and deletion mutant) were sequenced. The A. nidulans RNA samples were paired-end in nature, making 8 total samples.		PAIRED -	2-day-old conidia of WT and DwetA strains were harvested from solid minimal media mRNA was extracted from total RNA using poly-A selection, followed by RNA fragmentation. The strand-specific library was constructed by first-strand cDNA synthesis using random primers, sample cleanup, and second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. The final cDNA library was achieved by further purification and enrichment with PCR		cDNA	RNA-Seq	Illumina HiSeq 2500	0			2018-07-25	GEO	SRS3270475	PRJNA466069	SAMN09091022	SRR7132515
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4			TMY3	Conservation and divergence in the asexual development gene regulatory network across a genus of filamentous fungi [RNA-seq]	Asexual development is fundamental to the ecology and lifestyle of filamentous fungi and can facilitate both plant and human infection. In the filamentous fungal genus Aspergillus, the production of asexual spores is primarily governed by the BrlA-AbaA-WetA central regulatory cascade. The final step in this cascade, which is controlled by the WetA protein, not only governs cellular development (i.e., the morphological differentiation of spores) but also ensures its coupling with chemical development (i.e., the coordinated production and deposition of diverse secondary metabolites, such as aflatoxins, into spores). While the wetA gene is conserved across the genus Aspergillus, the structure and degree of conservation of the BrlA-AbaA-WetA regulatory cascade and the broader wetA gene regulatory network (GRN) remain largely unknown. We carried out comparative transcriptome analyses between wetA null mutant and wild type (WT) asexual spores in three representative species spanning the diversity of the genus Aspergillus: the genetic model A. nidulans, the agricultural pest A. flavus, and the human pathogen A. fumigatus. We discovered that WetA regulates asexual sporulation in all three species via a negative feedback loop that represses BrlA, the cascade's first step. Furthermore, ChIP-seq experiments in A. nidulans asexual spores suggest that WetA is a DNA-binding protein that interacts with a novel regulatory element, which we term the WetA Response Element (WRE). Interestingly, the WRE is found completely conserved in the non-coding region upstream of the wetA translation start site of many diverse Aspergillus genomes. In contrast, several global transcriptional regulators, most notably those in the velvet complex (veA, velB, and laeA) known to regulate the coupling between asexual development and production of secondary metabolites, show species-specific regulatory patterns. These results suggest that the BrlA-AbaA-WetA cascade's regulatory role in cellular and chemical development of asexual spores is functionally conserved, but that the WetA-associated GRN has diverged during Aspergillus evolution. This entry is for the RNA-seq data. Overall design: For the A. fumigatus experiments, 3 technical replicates of each genotype (wild type and deletion mutant) were sequenced. For the A. nidulans experiments, 4 technical replicates of each genotype (wild type and deletion mutant) were sequenced. The A. nidulans RNA samples were paired-end in nature, making 8 total samples.		PAIRED -	2-day-old conidia of WT and DwetA strains were harvested from solid minimal media mRNA was extracted from total RNA using poly-A selection, followed by RNA fragmentation. The strand-specific library was constructed by first-strand cDNA synthesis using random primers, sample cleanup, and second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. The final cDNA library was achieved by further purification and enrichment with PCR		cDNA	RNA-Seq	Illumina HiSeq 2500	0			2018-07-25	GEO	SRS3270475	PRJNA466069	SAMN09091022	SRR7132516
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4			TMY3	Conservation and divergence in the asexual development gene regulatory network across a genus of filamentous fungi [RNA-seq]	Asexual development is fundamental to the ecology and lifestyle of filamentous fungi and can facilitate both plant and human infection. In the filamentous fungal genus Aspergillus, the production of asexual spores is primarily governed by the BrlA-AbaA-WetA central regulatory cascade. The final step in this cascade, which is controlled by the WetA protein, not only governs cellular development (i.e., the morphological differentiation of spores) but also ensures its coupling with chemical development (i.e., the coordinated production and deposition of diverse secondary metabolites, such as aflatoxins, into spores). While the wetA gene is conserved across the genus Aspergillus, the structure and degree of conservation of the BrlA-AbaA-WetA regulatory cascade and the broader wetA gene regulatory network (GRN) remain largely unknown. We carried out comparative transcriptome analyses between wetA null mutant and wild type (WT) asexual spores in three representative species spanning the diversity of the genus Aspergillus: the genetic model A. nidulans, the agricultural pest A. flavus, and the human pathogen A. fumigatus. We discovered that WetA regulates asexual sporulation in all three species via a negative feedback loop that represses BrlA, the cascade's first step. Furthermore, ChIP-seq experiments in A. nidulans asexual spores suggest that WetA is a DNA-binding protein that interacts with a novel regulatory element, which we term the WetA Response Element (WRE). Interestingly, the WRE is found completely conserved in the non-coding region upstream of the wetA translation start site of many diverse Aspergillus genomes. In contrast, several global transcriptional regulators, most notably those in the velvet complex (veA, velB, and laeA) known to regulate the coupling between asexual development and production of secondary metabolites, show species-specific regulatory patterns. These results suggest that the BrlA-AbaA-WetA cascade's regulatory role in cellular and chemical development of asexual spores is functionally conserved, but that the WetA-associated GRN has diverged during Aspergillus evolution. This entry is for the RNA-seq data. Overall design: For the A. fumigatus experiments, 3 technical replicates of each genotype (wild type and deletion mutant) were sequenced. For the A. nidulans experiments, 4 technical replicates of each genotype (wild type and deletion mutant) were sequenced. The A. nidulans RNA samples were paired-end in nature, making 8 total samples.		PAIRED -	2-day-old conidia of WT and DwetA strains were harvested from solid minimal media mRNA was extracted from total RNA using poly-A selection, followed by RNA fragmentation. The strand-specific library was constructed by first-strand cDNA synthesis using random primers, sample cleanup, and second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. The final cDNA library was achieved by further purification and enrichment with PCR		cDNA	RNA-Seq	Illumina HiSeq 2500	0			2018-07-25	GEO	SRS3270475	PRJNA466069	SAMN09091022	SRR7132517
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4			TMY3	Conservation and divergence in the asexual development gene regulatory network across a genus of filamentous fungi [RNA-seq]	Asexual development is fundamental to the ecology and lifestyle of filamentous fungi and can facilitate both plant and human infection. In the filamentous fungal genus Aspergillus, the production of asexual spores is primarily governed by the BrlA-AbaA-WetA central regulatory cascade. The final step in this cascade, which is controlled by the WetA protein, not only governs cellular development (i.e., the morphological differentiation of spores) but also ensures its coupling with chemical development (i.e., the coordinated production and deposition of diverse secondary metabolites, such as aflatoxins, into spores). While the wetA gene is conserved across the genus Aspergillus, the structure and degree of conservation of the BrlA-AbaA-WetA regulatory cascade and the broader wetA gene regulatory network (GRN) remain largely unknown. We carried out comparative transcriptome analyses between wetA null mutant and wild type (WT) asexual spores in three representative species spanning the diversity of the genus Aspergillus: the genetic model A. nidulans, the agricultural pest A. flavus, and the human pathogen A. fumigatus. We discovered that WetA regulates asexual sporulation in all three species via a negative feedback loop that represses BrlA, the cascade's first step. Furthermore, ChIP-seq experiments in A. nidulans asexual spores suggest that WetA is a DNA-binding protein that interacts with a novel regulatory element, which we term the WetA Response Element (WRE). Interestingly, the WRE is found completely conserved in the non-coding region upstream of the wetA translation start site of many diverse Aspergillus genomes. In contrast, several global transcriptional regulators, most notably those in the velvet complex (veA, velB, and laeA) known to regulate the coupling between asexual development and production of secondary metabolites, show species-specific regulatory patterns. These results suggest that the BrlA-AbaA-WetA cascade's regulatory role in cellular and chemical development of asexual spores is functionally conserved, but that the WetA-associated GRN has diverged during Aspergillus evolution. This entry is for the RNA-seq data. Overall design: For the A. fumigatus experiments, 3 technical replicates of each genotype (wild type and deletion mutant) were sequenced. For the A. nidulans experiments, 4 technical replicates of each genotype (wild type and deletion mutant) were sequenced. The A. nidulans RNA samples were paired-end in nature, making 8 total samples.		PAIRED -	2-day-old conidia of WT and DwetA strains were harvested from solid minimal media mRNA was extracted from total RNA using poly-A selection, followed by RNA fragmentation. The strand-specific library was constructed by first-strand cDNA synthesis using random primers, sample cleanup, and second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. The final cDNA library was achieved by further purification and enrichment with PCR		cDNA	RNA-Seq	Illumina HiSeq 2500	0			2018-07-25	GEO	SRS3270475	PRJNA466069	SAMN09091022	SRR7132518
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4			FGSC4	Conservation and divergence in the asexual development gene regulatory network across a genus of filamentous fungi [RNA-seq]	Asexual development is fundamental to the ecology and lifestyle of filamentous fungi and can facilitate both plant and human infection. In the filamentous fungal genus Aspergillus, the production of asexual spores is primarily governed by the BrlA-AbaA-WetA central regulatory cascade. The final step in this cascade, which is controlled by the WetA protein, not only governs cellular development (i.e., the morphological differentiation of spores) but also ensures its coupling with chemical development (i.e., the coordinated production and deposition of diverse secondary metabolites, such as aflatoxins, into spores). While the wetA gene is conserved across the genus Aspergillus, the structure and degree of conservation of the BrlA-AbaA-WetA regulatory cascade and the broader wetA gene regulatory network (GRN) remain largely unknown. We carried out comparative transcriptome analyses between wetA null mutant and wild type (WT) asexual spores in three representative species spanning the diversity of the genus Aspergillus: the genetic model A. nidulans, the agricultural pest A. flavus, and the human pathogen A. fumigatus. We discovered that WetA regulates asexual sporulation in all three species via a negative feedback loop that represses BrlA, the cascade's first step. Furthermore, ChIP-seq experiments in A. nidulans asexual spores suggest that WetA is a DNA-binding protein that interacts with a novel regulatory element, which we term the WetA Response Element (WRE). Interestingly, the WRE is found completely conserved in the non-coding region upstream of the wetA translation start site of many diverse Aspergillus genomes. In contrast, several global transcriptional regulators, most notably those in the velvet complex (veA, velB, and laeA) known to regulate the coupling between asexual development and production of secondary metabolites, show species-specific regulatory patterns. These results suggest that the BrlA-AbaA-WetA cascade's regulatory role in cellular and chemical development of asexual spores is functionally conserved, but that the WetA-associated GRN has diverged during Aspergillus evolution. This entry is for the RNA-seq data. Overall design: For the A. fumigatus experiments, 3 technical replicates of each genotype (wild type and deletion mutant) were sequenced. For the A. nidulans experiments, 4 technical replicates of each genotype (wild type and deletion mutant) were sequenced. The A. nidulans RNA samples were paired-end in nature, making 8 total samples.		PAIRED -	2-day-old conidia of WT and DwetA strains were harvested from solid minimal media mRNA was extracted from total RNA using poly-A selection, followed by RNA fragmentation. The strand-specific library was constructed by first-strand cDNA synthesis using random primers, sample cleanup, and second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. The final cDNA library was achieved by further purification and enrichment with PCR		cDNA	RNA-Seq	Illumina HiSeq 2500	0			2018-07-25	GEO	SRS3270476	PRJNA466069	SAMN09091021	SRR7132519
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4			FGSC4	Conservation and divergence in the asexual development gene regulatory network across a genus of filamentous fungi [RNA-seq]	Asexual development is fundamental to the ecology and lifestyle of filamentous fungi and can facilitate both plant and human infection. In the filamentous fungal genus Aspergillus, the production of asexual spores is primarily governed by the BrlA-AbaA-WetA central regulatory cascade. The final step in this cascade, which is controlled by the WetA protein, not only governs cellular development (i.e., the morphological differentiation of spores) but also ensures its coupling with chemical development (i.e., the coordinated production and deposition of diverse secondary metabolites, such as aflatoxins, into spores). While the wetA gene is conserved across the genus Aspergillus, the structure and degree of conservation of the BrlA-AbaA-WetA regulatory cascade and the broader wetA gene regulatory network (GRN) remain largely unknown. We carried out comparative transcriptome analyses between wetA null mutant and wild type (WT) asexual spores in three representative species spanning the diversity of the genus Aspergillus: the genetic model A. nidulans, the agricultural pest A. flavus, and the human pathogen A. fumigatus. We discovered that WetA regulates asexual sporulation in all three species via a negative feedback loop that represses BrlA, the cascade's first step. Furthermore, ChIP-seq experiments in A. nidulans asexual spores suggest that WetA is a DNA-binding protein that interacts with a novel regulatory element, which we term the WetA Response Element (WRE). Interestingly, the WRE is found completely conserved in the non-coding region upstream of the wetA translation start site of many diverse Aspergillus genomes. In contrast, several global transcriptional regulators, most notably those in the velvet complex (veA, velB, and laeA) known to regulate the coupling between asexual development and production of secondary metabolites, show species-specific regulatory patterns. These results suggest that the BrlA-AbaA-WetA cascade's regulatory role in cellular and chemical development of asexual spores is functionally conserved, but that the WetA-associated GRN has diverged during Aspergillus evolution. This entry is for the RNA-seq data. Overall design: For the A. fumigatus experiments, 3 technical replicates of each genotype (wild type and deletion mutant) were sequenced. For the A. nidulans experiments, 4 technical replicates of each genotype (wild type and deletion mutant) were sequenced. The A. nidulans RNA samples were paired-end in nature, making 8 total samples.		PAIRED -	2-day-old conidia of WT and DwetA strains were harvested from solid minimal media mRNA was extracted from total RNA using poly-A selection, followed by RNA fragmentation. The strand-specific library was constructed by first-strand cDNA synthesis using random primers, sample cleanup, and second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. The final cDNA library was achieved by further purification and enrichment with PCR		cDNA	RNA-Seq	Illumina HiSeq 2500	0			2018-07-25	GEO	SRS3270476	PRJNA466069	SAMN09091021	SRR7132520
Aspergillus nidulans	FungiDB-42_AnidulansFGSCA4			FGSC4	Conservation and divergence in the asexual development gene regulatory network across a genus of filamentous fungi [RNA-seq]	Asexual development is fundamental to the ecology and lifestyle of filamentous fungi and can facilitate both plant and human infection. In the filamentous fungal genus Aspergillus, the production of asexual spores is primarily governed by the BrlA-AbaA-WetA central regulatory cascade. The final step in this cascade, which is controlled by the WetA protein, not only governs cellular development (i.e., the morphological differentiation of spores) but also ensures its coupling with chemical development (i.e., the coordinated production and deposition of diverse secondary metabolites, such as aflatoxins, into spores). While the wetA gene is conserved across the genus Aspergillus, the structure and degree of conservation of the BrlA-AbaA-WetA regulatory cascade and the broader wetA gene regulatory network (GRN) remain largely unknown. We carried out comparative transcriptome analyses between wetA null mutant and wild type (WT) asexual spores in three representative species spanning the diversity of the genus Aspergillus: the genetic model A. nidulans, the agricultural pest A. flavus, and the human pathogen A. fumigatus. We discovered that WetA regulates asexual sporulation in all three species via a negative feedback loop that represses BrlA, the cascade's first step. Furthermore, ChIP-seq experiments in A. nidulans asexual spores suggest that WetA is a DNA-binding protein that interacts with a novel regulatory element, which we term the WetA Response Element (WRE). Interestingly, the WRE is found completely conserved in the non-coding region upstream of the wetA translation start site of many diverse Aspergillus genomes. In contrast, several global transcriptional regulators, most notably those in the velvet complex (veA, velB, and laeA) known to regulate the coupling between asexual development and production of secondary metabolites, show species-specific regulatory patterns. These results suggest that the BrlA-AbaA-WetA cascade's regulatory role in cellular and chemical development of asexual spores is functionally conserved, but that the WetA-associated GRN has diverged during Aspergillus evolution. This entry is for the RNA-seq data. Overall design: For the A. fumigatus experiments, 3 technical replicates of each genotype (wild type and deletion mutant) were sequenced. For the A. nidulans experiments, 4 technical replicates of each genotype (wild type and deletion mutant) were sequenced. The A. nidulans RNA samples were paired-end in nature, making 8 total samples.		PAIRED -	2-day-old conidia of WT and DwetA strains were harvested from solid minimal media mRNA was extracted from total RNA using poly-A selection, followed by RNA fragmentation. The strand-specific library was constructed by first-strand cDNA synthesis using random primers, sample cleanup, and second-strand synthesis using DNA Polymerase I and RNase H. A single 'A' base was added to the cDNA fragments followed by ligation of the adapters. The final cDNA library was achieved by further purification and enrichment with PCR		cDNA	RNA-Seq	Illumina HiSeq 2500	0			2018-07-25	GEO	SRS3270476	PRJNA466069	SAMN09091021	SRR7132521
